id,franquia,is_franchise,estudio_principal,original_language,production_countries,status
47542,Peter-No-Tail Collection,True,Sandrews,sv,Sweden,Released
6341,,False,Rastar Productions,en,United States of America,Released
232,,False,American Zoetrope,en,United States of America,Released
15301,,False,Warner Bros. Pictures,en,United States of America,Released
47359,,False,Jaffe-Lansing,en,United States of America,Released
54407,,False,Window III Productions,en,Australia,Released
27064,,False,Lucasfilm Ltd.,ja,"Japan, United States of America",Released
26555,,False,Warner Bros. Pictures,en,"United States of America, Jamaica",Released
36677,,False,Brooksfilms,en,United States of America,Released
8852,,False,Alive Films,en,United States of America,Released
48309,,False,Empire Pictures,en,United States of America,Released
16859,,False,Studio Ghibli,ja,Japan,Released
9768,,False,Universal Pictures,en,United States of America,Released
27274,,False,Levins-Henenlotter Productions,en,United States of America,Released
9569,,False,Warner Bros. Pictures,en,"United States of America, Spain",Released
22189,,False,Universal Pictures,en,United States of America,Released
9399,,False,Universal Pictures,en,United States of America,Released
58648,,False,Universal Pictures,en,United States of America,Released
25330,,False,Hughes Entertainment,en,United States of America,Released
34376,Mannequin Collection,True,Gladden Entertainment,en,United States of America,Released
14362,,False,Arnold Kopelson Productions,en,United States of America,Released
19143,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
12088,Fortress (1992) Collection,True,Village Roadshow Pictures,en,"Australia, United States of America",Released
48706,,False,Castle Rock Entertainment,en,United States of America,Released
35610,The Philadelphia Experiment Collection,True,Trimark Pictures,en,United States of America,Released
5470,,False,Dimension Films,en,"France, United States of America",Released
41227,,False,ONF | NFB,en,"Canada, Mexico",Released
21210,,False,RGV Film Factory,hi,India,Released
11854,,False,Dharma Productions,hi,India,Released
844,,False,Shanghai Film Group,zh,"Germany, Hong Kong, China, France, Italy",Released
11847,,False,Panfilm,cn,"Hong Kong, Turkey",Released
14752,,False,Excel Entertainment,hi,India,Released
4689,,False,CJ Entertainment,ko,South Korea,Released
10077,,False,Franchise Pictures,en,"Czech Republic, Germany, Switzerland, United Kingdom, United States of America",Released
11774,,False,Paramount Pictures,en,United States of America,Released
16635,,False,Chartoff Productions,en,"Ireland, South Africa, United Kingdom, United States of America",Released
12496,Samurai Trilogy (Yoji Yamada) Collection,True,Shochiku,ja,Japan,Released
14527,,False,Alliance Atlantis,en,Canada,Released
670,,False,Show East,ko,South Korea,Released
9667,,False,Section Eight,en,"Germany, United States of America",Released
1913,,False,Sogecine,es,"Spain, France, Italy",Released
2539,,False,Gracie Films,en,United States of America,Released
179,,False,Mirage Enterprises,en,"France, Germany, United Kingdom, United States of America",Released
83,Open Water Collection,True,Plunge Pictures LLC,en,United States of America,Released
4836,,False,Marv,en,United Kingdom,Released
11866,,False,Optional Pictures,en,United States of America,Released
12281,,False,Whitewater Films,en,United States of America,Released
10320,The Ring Collection,True,DreamWorks Pictures,en,United States of America,Released
30973,,False,Gospel of John Ltd.,en,"Canada, United Kingdom",Released
62276,Bummer Collection,True,Pygmalion Production,ru,Russia,Released
20912,,False,Pathé,en,"France, United States of America",Released
1392,,False,Red Light Films,en,"United States of America, India",Released
291,,False,Agi Orsi Productions,en,"France, United States of America",Released
3509,,False,Warner Independent Pictures,en,United States of America,Released
11662,,False,Tatsunoko Production,ja,Japan,Released
70,,False,Lakeshore Entertainment,en,"Switzerland, United States of America",Released
205,,False,United Artists,en,"United States of America, United Kingdom, Italy, South Africa",Released
118,,False,Warner Bros. Pictures,en,"United Kingdom, United States of America",Released
421,,False,American Empirical Pictures,en,United States of America,Released
2567,,False,Warner Bros. Pictures,en,"Germany, United States of America",Released
9833,,False,Odyssey Entertainment,en,United Kingdom,Released
693,Meet the Parents Collection,True,Universal Pictures,en,United States of America,Released
11804,White Noise Collection,True,White Noise UK Ltd.,en,"Canada, United Kingdom, United States of America",Released
21259,,False,American Playhouse,en,United States of America,Released
22301,,False,The Caddo Company,en,United States of America,Released
39472,,False,Penta Entertainment,en,"Italy, United States of America",Released
16442,,False,Warner Bros. Pictures,en,United States of America,Released
16220,,False,Bakshi Productions,en,United States of America,Released
11633,Appleseed Collection,True,TOHO,ja,Japan,Released
9947,,False,Regency Enterprises,en,United States of America,Released
6439,,False,Alcon Entertainment,en,United States of America,Released
7214,,False,Paramount Pictures,en,"Germany, United States of America",Released
19610,,False,Barwood Films,en,United States of America,Released
27549,The Beastmaster Collection,True,Les Films 21,en,United States of America,Released
10694,,False,Capitol Films,en,United States of America,Released
613,,False,NDR,de,"Austria, Germany, Italy",Released
8978,,False,Rogue Pictures,en,"United States of America, France, Canada",Released
11637,The Are We Collection,True,Revolution Studios,en,United States of America,Released
12142,Alone in the Dark Collection,True,Boll Kino Beteiligungs GmbH & Co. KG,en,"Canada, Germany, United States of America",Released
11096,,False,MBC Beteiligungs Filmproduktion,en,United States of America,Released
8968,Boogeyman Collection,True,Pacific Renaissance Pictures,en,"United States of America, New Zealand",Released
6961,,False,Visionview Productions,en,"United Kingdom, United States of America",Released
2436,,False,Gramercy Pictures,en,United States of America,Released
4935,,False,Studio Ghibli,ja,Japan,Released
193704,,False,Isomorphic Productions,en,United States of America,Released
8488,,False,Columbia Pictures,en,United States of America,Released
12228,,False,Imagine Entertainment,en,United States of America,Released
561,Constantine Collection,True,Village Roadshow Pictures,en,"Germany, United States of America",Released
17880,,False,20th Century Fox,en,United States of America,Released
3040,World of Watches Collection,True,Bazelevs,ru,Russia,Released
29993,,False,Paramount Pictures,en,United States of America,Released
9470,,False,Huayi Brothers & Taihe Film Investment,cn,"China, Hong Kong",Released
10012,,False,Kalis Productions GmbH & Co. Zweite KG,en,"Germany, United States of America",Released
10022,,False,Walt Disney Pictures,en,United States of America,Released
4551,Chili Palmer Collection,True,Metro-Goldwyn-Mayer,en,United States of America,Released
2026,,False,Yari Film Group,en,"Germany, United States of America",Released
9928,Robots Collection,True,Blue Sky Studios,en,United States of America,Released
76264,,False,Paramount Pictures,en,United States of America,Released
33539,,False,Hanna-Barbera Cartoons,en,"United Kingdom, United States of America",Released
22377,,False,Batjac Productions,en,United States of America,Released
13374,,False,Walt Disney Pictures,en,"United States of America, Canada",Released
11638,,False,Columbia Pictures,en,United States of America,Released
44634,,False,,en,United States of America,Released
28448,,False,Incine,en,"Mexico, Nicaragua, Spain, United States of America",Released
17113,,False,Jack and Rose Productions,en,United States of America,Released
187,Sin City Collection,True,Dimension Films,en,United States of America,Released
14177,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
7364,,False,Baldwin Entertainment Group,en,"Germany, Morocco, Spain, United Kingdom, United States of America",Released
11431,,False,ELC Productions,en,"Germany, United States of America",Released
16551,,False,20th Century Fox,en,United States of America,Released
14689,,False,The Mirisch Company,en,United States of America,Released
84084,,False,20th Century Fox,en,United States of America,Released
7453,,False,Spyglass Entertainment,en,"United Kingdom, United States of America",Released
10065,The Amityville Collection,True,Metro-Goldwyn-Mayer,en,United States of America,Released
9393,,False,Seven Pictures,de,Germany,Released
16972,,False,Warner Bros. Pictures,en,United States of America,Released
8976,,False,Kevin Messick Productions,en,United States of America,Released
11679,xXx Collection,True,Revolution Studios,en,United States of America,Released
1495,,False,Scott Free Productions,en,"United States of America, United Kingdom, Germany, Spain",Released
10066,,False,Village Roadshow Pictures,en,United States of America,Released
1640,,False,Blackfriars Bridge Films,en,"United States of America, Germany",Released
43881,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
10027,,False,EuropaCorp,en,"China, France, United Kingdom, United States of America",Released
1895,Star Wars Collection,True,Lucasfilm Ltd.,en,United States of America,Released
9981,,False,Mosaic Media Group,en,United States of America,Released
4379,,False,New Line Cinema,en,"United States of America, Germany",Released
27,,False,Revolution Films,en,United Kingdom,Released
953,Madagascar Collection,True,Pacific Data Images,en,United States of America,Released
13064,,False,Icon Productions,en,United States of America,Released
12700,The Exorcist Collection,True,Morgan Creek Entertainment,en,United States of America,Released
9291,,False,Callahan Filmworks,en,United States of America,Released
34309,,False,New Line Cinema,en,United States of America,Released
921,,False,Universal Pictures,en,United States of America,Released
9779,The Sisterhood of the Traveling Pants Collection,True,Alloy Entertainment,en,United States of America,Released
9787,,False,Columbia Pictures,en,"Germany, United States of America",Released
787,,False,Regency Enterprises,en,"Switzerland, United States of America",Released
14199,Sharkboy and Lavagirl Collection,True,Troublemaker Studios,en,United States of America,Released
12109,,False,True West Films,en,"Canada, United Kingdom",Released
11620,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
272,The Dark Knight Collection,True,Warner Bros. Pictures,en,"United Kingdom, United States of America",Released
11451,Herbie Collection,True,Walt Disney Pictures,en,United States of America,Released
11683,Living Dead Collection,True,Romero-Grunwald Productions,en,"Canada, United States of America, France",Released
9722,,False,Bewitched,en,United States of America,Released
28000,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
38731,,False,20th Century Fox,en,United States of America,Released
74,,False,Paramount Pictures,en,United States of America,Released
1667,March of the Penguins Collection,True,Warner Independent Pictures,fr,France,Released
7233,,False,Runteldat Entertainment,en,United States of America,Released
9009,,False,Post No Bills Films,en,United States of America,Released
9738,Fantastic Four Collection,True,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,en,"Germany, United States of America",Released
14278,,False,,en,United States of America,Released
9522,,False,Avery Pix,en,United States of America,Released
1826,Spanish Apartment Trilogy,True,StudioCanal,fr,"France, United Kingdom",Released
10476,,False,New Deal Productions,en,United States of America,Released
11309,,False,Palace Pictures,en,"United Kingdom, United States of America",Released
1635,,False,DreamWorks Pictures,en,United States of America,Released
13341,,False,Media Talent Group,en,United States of America,Released
11459,,False,Max Stronghold Productions Inc.,en,United States of America,Released
10048,,False,Original Film,en,United States of America,Released
11648,,False,Ubu Productions,en,United States of America,Released
16320,,False,Universal Pictures,en,United States of America,Released
308,,False,Focus Features,en,"United States of America, France",Released
26579,,False,Muse Productions,en,"France, Italy, Japan, United Kingdom, United States of America",Released
18882,,False,Lions Gate Films,en,United States of America,Released
6519,The Dukes of Hazzard (Reboot) Collection,True,WV Films III,en,United States of America,Released
11453,Deuce Bigalow Collection,True,Out of the Blue... Entertainment,en,United States of America,Released
9913,,False,Universal Pictures,en,"Germany, United States of America",Released
8292,,False,Paramount Pictures,en,United States of America,Released
13922,,False,Lawrence Bender Productions,en,United States of America,Released
6957,,False,Universal Pictures,en,United States of America,Released
11460,,False,DreamWorks Pictures,en,United States of America,Released
19404,,False,Yash Raj Films,hi,India,Released
14175,,False,Vanguard Animation,en,"United Kingdom, United States of America",Released
4442,,False,Summit Entertainment,en,United States of America,Released
9042,,False,City Productions,en,"Germany, United States of America, Denmark, Romania",Released
17926,,False,Cinerenta,en,United States of America,Released
1985,,False,Scion Films,en,"Germany, United Kingdom, Switzerland, Kenya",Released
9335,The Transporter Collection,True,EuropaCorp,en,"France, United States of America",Released
9007,,False,DreamWorks Pictures,en,United States of America,Released
9777,,False,Miramax,en,United States of America,Released
1830,Lord of War Collection,True,Endgame Entertainment,en,"France, United States of America, Germany",Released
10092,,False,Universal Pictures,en,United States of America,Released
340,,False,Stillking Films,en,United States of America,Released
8814,Doom Collection,True,di Bonaventura Pictures,en,"Czech Republic, Germany, United Kingdom, United States of America",Released
9923,,False,Scott Free Productions,en,"France, United States of America",Released
7553,Waiting Collection,True,LIFT Productions,en,United States of America,Released
8202,,False,Paramount Pictures,en,"United States of America, Germany",Released
1947,,False,Miramax,en,"United States of America, Germany",Released
8643,,False,Lakeshore Entertainment,en,United States of America,Released
9315,,False,Touchstone Pictures,en,United States of America,Released
3933,,False,Tim Burton Productions,en,"United Kingdom, United States of America",Released
59,,False,New Line Cinema,en,"Germany, United States of America",Released
257,,False,ETIC Films,en,"Czech Republic, France, Italy, United Kingdom",Released
15487,,False,Walt Disney Pictures,en,"Canada, United States of America",Released
398,,False,United Artists,en,"United States of America, Canada",Released
11968,Into the Blue Collection,True,Mandalay Pictures,en,United States of America,Released
14517,,False,The Jim Henson Company,en,United States of America,Released
533,,False,Aardman,en,"United Kingdom, United States of America",Released
5236,,False,Silver Pictures,en,United States of America,Released
9763,Goal! Collection,True,Milkshake Films,en,"Switzerland, United Kingdom, United States of America",Released
10017,,False,New Century Entertainment Corporation,en,"United States of America, Canada",Released
27759,,False,Samuel Bronston Productions,en,United States of America,Released
10707,,False,Original Media,en,United States of America,Released
9910,,False,Morgan Creek Entertainment,en,United States of America,Released
142,,False,Focus Features,en,"Canada, United States of America",Released
9621,,False,Paramount Pictures,en,"United States of America, Germany",Released
9701,,False,Participant,en,United States of America,Released
3291,,False,Warner Independent Pictures,en,"France, Japan, United Kingdom, United States of America",Released
16608,,False,UK Film Council,en,"Australia, United Kingdom",Released
791,,False,Revolution Studios,en,United States of America,Released
2610,,False,Touchstone Pictures,en,United States of America,Released
8066,,False,Epsilon Motion Pictures,en,"Switzerland, United States of America",Released
1656,Zorro Collection,True,Columbia Pictures,en,United States of America,Released
6963,,False,Paramount Pictures,en,United States of America,Released
215,Saw Collection,True,Twisted Pictures,en,United States of America,Released
10799,,False,Gaumont,fr,France,Released
1951,USA: Land of Opportunities Collection,True,Zentropa Entertainments,da,"Denmark, Finland, France, Germany, Netherlands, Sweden, United Kingdom, Italy",Released
25763,,False,20th Century Fox,en,United States of America,Released
25,Jarhead Collection,True,Red Wagon Entertainment,en,"United Kingdom, United States of America",Released
9982,,False,Walt Disney Pictures,en,United States of America,Released
11661,,False,Senator Film,fr,"Belgium, France, Germany, Romania, United Kingdom",Released
10060,,False,Cent Productions Inc.,en,United States of America,Released
231,,False,Participant,en,United States of America,Released
8999,,False,di Bonaventura Pictures,en,"United Kingdom, United States of America",Released
4348,,False,StudioCanal,en,"France, United Kingdom, United States of America",Released
9885,Wolf Creek Collection,True,Australian Film Finance Corporation,en,Australia,Released
674,Harry Potter Collection,True,Warner Bros. Pictures,en,"United Kingdom, United States of America",Released
69,,False,Mars Media Beteiligungs,en,"Germany, United States of America",Released
1833,,False,1492 Pictures,en,United States of America,Released
6795,,False,Teitler Film,en,United States of America,Released
24618,,False,Fox Searchlight Pictures,en,United States of America,Released
13499,,False,Paramount Pictures,en,United States of America,Released
116,,False,BBC Film,en,"United Kingdom, United States of America, Luxembourg",Released
411,The Chronicles of Narnia Collection,True,Walt Disney Pictures,en,"United Kingdom, United States of America",Released
254,,False,Universal Pictures,en,"United States of America, New Zealand, Germany",Released
1904,,False,Columbia Pictures,en,United States of America,Released
19058,,False,First Floor Features,en,"Netherlands, United States of America",Released
9515,,False,Stratus Film Co.,en,"Germany, Mexico, United States of America",Released
23478,,False,Millennium Media,en,"United States of America, Germany",Released
8053,,False,EuropaCorp,en,"United States of America, France, Mexico",Released
612,,False,Universal Pictures,en,"United States of America, Canada",Released
9899,,False,Universal Pictures,en,United States of America,Released
546,,False,Belladonna Productions,en,United States of America,Released
2800,,False,Village Roadshow Pictures,en,"Germany, United States of America",Released
9641,Cheaper by the Dozen (2003) Collection,True,20th Century Fox,en,"Canada, United States of America",Released
7552,,False,JC 23 Entertainment,en,United States of America,Released
9687,,False,Summit Entertainment,en,"United Kingdom, United States of America",Released
11400,,False,New Line Cinema,en,"United States of America, United Kingdom",Released
10045,District 13 Collection,True,EuropaCorp,fr,France,Released
168705,BloodRayne Collection,True,Boll KG,en,"Germany, Canada, United States of America",Released
1690,Hostel Collection,True,International Production Company,en,"United States of America, Czech Republic",Released
9044,,False,Franchise Pictures,en,"United Kingdom, United States of America",Released
17379,,False,Paramount Pictures,en,United States of America,Released
10982,Hoodwinked! Collection,True,Kanbar Entertainment,en,United States of America,Released
834,Underworld Collection,True,Screen Gems,en,United States of America,Released
14226,,False,Zhang Yimou Studio,zh,"China, Hong Kong, Japan, United States of America",Released
12701,,False,Goldcrest,en,"Norway, United Kingdom",Released
1969,,False,A.J.O.Z. Films,en,France,Released
13275,,False,Touchstone Pictures,en,United States of America,Released
11565,Big Momma's House Collection,True,Big Lou House Productions,en,"Switzerland, United States of America",Released
11283,Nanny McPhee Collection,True,Metro-Goldwyn-Mayer,en,"France, United Kingdom, United States of America",Released
9286,Final Destination Collection,True,New Line Cinema,en,United States of America,Released
292,,False,Rogue Pictures,en,"United States of America, France",Released
33061,Troll (1986) Collection,True,Empire Pictures,en,"Italy, United States of America",Released
9975,Curious George Collection,True,Universal Pictures,en,United States of America,Released
9754,,False,Village Roadshow Pictures,en,United States of America,Released
10053,,False,Davis Entertainment,en,United States of America,Released
10263,,False,Lions Gate Films,en,United States of America,Released
9959,,False,Scott Rudin Productions,en,United States of America,Released
14256,,False,Yari Film Group,en,United States of America,Released
9036,,False,Walt Disney Pictures,en,"Germany, United Kingdom, United States of America",Released
10073,,False,Regency Enterprises,en,"Switzerland, United States of America",Released
7304,,False,True Grit Productions,en,"Germany, United States of America",Released
16781,Madea Collection,True,Lionsgate,en,United States of America,Released
9920,,False,Ultravi Productions,en,"Hong Kong, United States of America",Released
10025,,False,New Regency Pictures,en,United States of America,Released
9682,Pulse Collection,True,Dimension Films,en,"United States of America, Romania, South Africa",Released
2207,,False,Alcon Entertainment,en,"Germany, United States of America, United Kingdom, Canada",Released
6877,,False,Failure to Launch Productions,en,United States of America,Released
950,Ice Age Collection,True,20th Century Fox Animation,en,United States of America,Released
752,,False,Virtual Studios,en,"Germany, United Kingdom, United States of America",Released
9655,,False,Lakeshore Entertainment,en,United States of America,Released
9388,,False,ContentFilm,en,"United Kingdom, United States of America",Released
9950,,False,Bob DeBrino Entertainment,en,"Germany, United States of America",Released
388,Inside Man Collection,True,40 Acres and a Mule Filmworks,en,United States of America,Released
868,,False,Movieworld Productions,tn,"South Africa, United Kingdom",Released
14191,,False,Fox 2000 Pictures,en,"Australia, United States of America",Released
18009,Leprechaun Collection,True,Trimark Pictures,en,United States of America,Released
1379,,False,Sputnik,fi,"Finland, France, Germany, Italy, Sweden",Released
9792,The Hills Have Eyes (Reboot) Collection,True,Fox Searchlight Pictures,en,"France, United States of America",Released
10067,,False,Walt Disney Pictures,en,United States of America,Released
46828,The Pink Panther (Original) Collection,True,International Traders,en,"Italy, United Kingdom, United States of America",Released
582,,False,Creado Film,de,"Germany, France",Released
12763,,False,New Line Cinema,en,United States of America,Released
186,,False,FilmEngine,en,"Canada, Germany, United Kingdom, United States of America",Released
219,,False,El Deseo,es,Spain,Released
13751,,False,Lions Gate Films,en,United States of America,Released
10069,,False,Spyglass Entertainment,en,United States of America,Released
3093,Basic Instinct Collection,True,Metro-Goldwyn-Mayer,en,"Germany, Spain, United Kingdom, United States of America",Released
9270,,False,Bergman Lustig Productions,en,United States of America,Released
13960,,False,Warner Bros. Pictures,en,United States of America,Released
9389,,False,Onyx Films,fr,"France, United Kingdom, Luxembourg",Released
8998,,False,This is that,en,United States of America,Released
4257,Scary Movie Collection,True,Dimension Films,en,United States of America,Released
2652,,False,Vulcan Productions,en,United States of America,Released
39045,,False,Filmation Associates,en,United States of America,Released
5820,,False,Furthur Films,en,United States of America,Released
9904,,False,Walt Disney Pictures,en,"Canada, United States of America",Released
588,Silent Hill Collection,True,Silent Hill DCP,en,"Canada, France, Japan",Released
17247,,False,Mantarraya Producciones,es,"Germany, Belgium, France, Mexico",Released
9310,,False,Depth of Field,en,United States of America,Released
35545,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
8982,The Protector Collection,True,Sahamongkolfilm,th,"Thailand, Hong Kong, France, Australia",Released
956,Mission: Impossible Collection,True,Paramount Pictures,en,United States of America,Released
9530,,False,Columbia Pictures,en,"Germany, United Kingdom, United States of America",Released
9829,,False,Sidney Kimmel Entertainment,en,"France, United Kingdom, United States of America",Released
7870,,False,Class 5 Films,en,"United States of America, Ireland",Released
7518,,False,DreamWorks Animation,en,United States of America,Released
503,,False,Virtual Studios,en,United States of America,Released
591,Robert Langdon Collection,True,Imagine Entertainment,en,United States of America,Released
36668,X-Men Collection,True,The Donners' Company,en,United States of America,Released
9767,,False,Universal Pictures,en,United States of America,Released
18164,,False,Serenade Films,en,United States of America,Released
920,Cars Collection,True,Pixar,en,United States of America,Released
9700,,False,Lions Gate Films,en,United States of America,Released
14167,,False,Trent Othick Productions,en,United States of America,Released
806,,False,20th Century Fox,en,"United Kingdom, United States of America",Released
9353,,False,Paramount Pictures,en,"Germany, United States of America",Released
2044,,False,Vertigo Entertainment,en,United States of America,Released
9339,,False,Original Film,en,United States of America,Released
350,The Devil Wears Prada Collection,True,Fox 2000 Pictures,en,United States of America,Released
58,Pirates of the Caribbean Collection,True,Walt Disney Pictures,en,United States of America,Released
1819,,False,MMCB Film Produktion 2004,en,United States of America,Released
2295,Clerks Collection,True,The Weinstein Company,en,United States of America,Released
9697,,False,Legendary Pictures,en,United States of America,Released
1887,,False,Pricel,en,"Japan, United States of America, France",Released
13508,Electric Car Collection,True,Plinyminor,en,United States of America,Released
1781,An Inconvenient Collection,True,Lawrence Bender Productions,en,United States of America,Released
9615,The Fast and the Furious Collection,True,MP Munich Pape Filmproductions,en,"Germany, Japan, United States of America",Released
1452,,False,Warner Bros. Pictures,en,United States of America,Released
773,,False,Big Beach,en,United States of America,Released
36576,The Pink Panther (Original) Collection,True,Titan Productions,en,United States of America,Released
1164,,False,Central Films,en,"France, Mexico, United States of America",Released
31915,,False,Paramount Pictures,en,United States of America,Released
9072,,False,Wayans Bros. Entertainment,en,United States of America,Released
9297,,False,ImageMovers,en,United States of America,Released
326,,False,New Line Cinema,en,United States of America,Released
512,,False,BBC Film,en,"United Kingdom, United States of America",Released
9718,,False,Apatow Productions,en,United States of America,Released
1593,Night at the Museum Collection,True,1492 Pictures,en,"United States of America, United Kingdom",Released
1852,,False,Paramount Pictures,en,"United States of America, Germany",Released
1262,,False,Three Strange Angels,en,"United Kingdom, United States of America",Released
43610,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
82,,False,Universal Pictures,en,"Germany, United States of America",Released
1402,,False,Escape Artists,en,United States of America,Released
9293,,False,John US Productions,en,United States of America,Released
9906,,False,DNA Productions,en,United States of America,Released
47880,,False,,en,United Kingdom,Released
1948,Crank Collection,True,Lakeshore Entertainment,en,United States of America,Released
77221,,False,France 2 Cinéma,en,"France, Italy, Qatar, Tunisia",Released
5289,,False,Mobius International,en,"Canada, United Kingdom, United States of America",Released
9907,,False,O Entertainment,en,United States of America,Released
9762,Step Up Collection,True,Eketahuna LLC,en,United States of America,Released
14113,,False,Revolution Studios,en,United States of America,Released
15049,Bon Cop Bad Cop Collection,True,Park Ex Pictures,fr,Canada,Released
7859,,False,Hunting Lane Films,en,United States of America,Released
11559,,False,Recorded Picture Company,en,"Canada, United Kingdom",Released
59964,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
9788,,False,Universal Pictures,en,"United States of America, Australia",Released
1491,,False,Contagious Entertainment,en,United States of America,Released
1165,,False,Granada Productions,en,"France, Italy, United Kingdom",Released
9988,,False,Broken Lizard Industries,en,United States of America,Released
9708,,False,Millennium Media,en,"United States of America, Germany",Released
14351,,False,360 Pictures,en,United States of America,Released
9813,,False,Burnt Orange Productions,en,United States of America,Released
1116,,False,Sixteen Films,en,"Ireland, United Kingdom, Germany, Italy, Spain",Released
9954,,False,Screen Gems,en,United States of America,Released
13075,,False,Red Envelope Entertainment,en,United States of America,Released
7512,,False,20th Century Fox,en,United States of America,Released
1381,,False,Regency Enterprises,en,United States of America,Released
300,,False,Partizan Films,fr,"France, Italy",Released
16411,,False,Sil-Metropole Organisation,cn,"Hong Kong, Japan, Thailand",Released
9676,,False,Linson Entertainment,en,"United States of America, France, Germany",Released
9766,,False,Columbia Pictures,en,United States of America,Released
5721,,False,Goldstein Films,en,United States of America,Released
1579,,False,Icon Entertainment International,en,"United Kingdom, United States of America",Released
9664,,False,Electric Entertainment,en,"United Kingdom, United States of America",Released
12094,Jackass Collection,True,Paramount Pictures,en,"United States of America, India",Released
1717,,False,Relativity Media,en,"Germany, United States of America",Released
15624,,False,Prophecy Pictures Ltd.,en,"United Kingdom, United States of America",Released
496,Borat Moviefilms Collection,True,20th Century Fox,en,"United Kingdom, United States of America",Released
1417,,False,Estudios Picasso,es,"Mexico, Spain, United States of America",Released
4643,,False,Touchstone Pictures,en,United States of America,Released
7484,Open Season Collection,True,Sony Pictures Animation,en,United States of America,Released
9842,,False,Dimension Films,en,United States of America,Released
1422,,False,Warner Bros. Pictures,en,"Hong Kong, United States of America",Released
9794,,False,Lionsgate,en,United States of America,Released
9978,,False,Isle of Man Film,en,"Germany, United Kingdom, United States of America",Released
7510,,False,TriStar Pictures,en,United States of America,Released
1975,The Grudge Collection,True,Ghost House Pictures,en,United States of America,Released
9895,,False,Morgan Creek Entertainment,en,United States of America,Released
8975,The Marine Collection,True,Pacific Film and Television Commission,en,"Australia, United States of America",Released
9672,,False,Longfellow Pictures,en,United States of America,Released
15005,,False,Gener8Xion Entertainment,en,United States of America,Released
1440,,False,New Line Cinema,en,United States of America,Released
28932,,False,United Artists,en,United States of America,Released
18925,Kendrick Brothers Movies,True,Carmel Entertainment Group,en,United States of America,Released
1523,,False,Fox Searchlight Pictures,en,"United States of America, United Kingdom",Released
1378,,False,Fortissimo Films,en,"United States of America, Netherlands",Released
9693,,False,Universal Pictures,en,"United Kingdom, United States of America",Released
1124,,False,Warner Bros. Pictures,en,"United Kingdom, United States of America",Released
3683,Clint Eastwood's Iwo Jima Collection,True,DreamWorks Pictures,en,United States of America,Released
14012,Flicka Collection,True,Fox 2000 Pictures,en,United States of America,Released
14097,,False,Channel 1+1,ru,"Finland, Russia, Ukraine",Released
214,Saw Collection,True,Twisted Pictures,en,United States of America,Released
21173,,False,Borough Films,en,United Kingdom,Released
43884,,False,Warner Bros. Pictures,en,United States of America,Released
11619,,False,DreamWorks Animation,en,"United Kingdom, United States of America",Released
1427,,False,Constantin Film,en,"Germany, France, Spain, United States of America, Belgium",Released
13767,The Santa Clause Collection,True,Walt Disney Pictures,en,United States of America,Released
9726,,False,Fox 2000 Pictures,en,"United Kingdom, United States of America",Released
10093,,False,Rogue Pictures,en,United States of America,Released
14799,,False,Castle Rock Entertainment,en,United States of America,Released
36557,James Bond Collection,True,Metro-Goldwyn-Mayer,en,"United Kingdom, United States of America",Released
9836,Happy Feet Collection,True,Kennedy Miller Productions,en,"Australia, United States of America",Released
9809,,False,Universal Pictures,en,United States of America,Released
7551,,False,Touchstone Pictures,en,"United States of America, United Kingdom",Released
1581,,False,Relativity Media,en,United States of America,Released
313,,False,Revolution Films,en,"Canada, United Kingdom",Released
7873,,False,Andrea Sperling Productions,en,United States of America,Released
2179,,False,New Line Cinema,en,"United States of America, Germany",Released
1372,,False,Virtual Studios,en,"Germany, United States of America",Released
9986,,False,Paramount Pictures,en,"Germany, United States of America",Released
2486,,False,Fox 2000 Pictures,en,"United Kingdom, United States of America, Hungary",Released
1246,Rocky Collection,True,Metro-Goldwyn-Mayer,en,United States of America,Released
18615,,False,Iron Film,en,United States of America,Released
12795,Another Gay Movie Collection,True,Luna Filmproduktion,en,United States of America,Released
11170,,False,Wonderland Sound and Vision,en,United States of America,Released
1247,,False,Universal Pictures,en,United States of America,Released
1125,,False,DreamWorks Pictures,en,United States of America,Released
1646,,False,Double Feature Films,en,"Germany, United States of America",Released
8618,,False,DNA Films,en,United Kingdom,Released
1259,,False,Fox Searchlight Pictures,en,"United Kingdom, United States of America",Released
9053,,False,Impact Pictures,en,"Germany, United Kingdom, United States of America",Released
182,,False,Warner Bros. Pictures,en,United States of America,Released
1251,Clint Eastwood's Iwo Jima Collection,True,Warner Bros. Pictures,en,United States of America,Released
9656,,False,Dimension Films,en,"Canada, United States of America",Released
5393,Happily N'Ever After Collection,True,Lionsgate,en,"Germany, United Kingdom, United States of America",Released
14396,,False,New Line Cinema,en,United States of America,Released
1931,Stomp the Yard Collection,True,Screen Gems,en,United States of America,Released
13967,,False,BBC Film,en,"United Kingdom, United States of America",Released
