id,franquia,is_franchise,estudio_principal,original_language,production_countries,status
4437,The Space Odyssey Series,True,Metro-Goldwyn-Mayer,en,United States of America,Released
1955,,False,Brooksfilms,en,United States of America,Released
11932,Child's Play Collection,True,Universal Pictures,en,United States of America,Released
6435,Practical Magic Collection,True,Di Novi Pictures,en,United States of America,Released
10683,Happiness Collection,True,Good Machine,en,United States of America,Released
9425,,False,Impact Pictures,en,"United States of America, United Kingdom",Released
637,,False,Mario e Vittorio Cecchi Gori - C.E.I.A.D.,it,Italy,Released
20701,,False,Paramount Pictures,en,United States of America,Released
73,,False,New Line Cinema,en,United States of America,Released
46889,,False,New Line Cinema,en,United States of America,Released
3033,,False,Flashpoint,en,"United Kingdom, United States of America",Released
9882,,False,Lynda Obst Productions,en,United States of America,Released
10663,,False,Touchstone Pictures,en,United States of America,Released
4518,Elizabeth Collection,True,PolyGram Filmed Entertainment,en,"United Kingdom, United States of America",Released
3600,I Know What You Did Last Summer Collection,True,Columbia Pictures,en,United States of America,Released
297,,False,Universal Pictures,en,United States of America,Released
11893,,False,Golan-Globus Productions,en,United States of America,Released
14924,,False,Initial Pictures,en,United Kingdom,Released
9798,,False,Touchstone Pictures,en,"United Kingdom, United States of America",Released
14444,Rugrats Collection,True,Klasky-Csupo,en,United States of America,Released
9487,,False,Pixar,en,United States of America,Released
666,,False,MACT Productions,pt,"Brazil, France",Released
692,,False,Dreamland,en,United States of America,Released
39256,Americanized Godzilla Collection,True,New World Pictures,ja,"United States of America, Japan",Released
244,King Kong (1933) Collection,True,RKO Radio Pictures,en,United States of America,Released
10730,King Kong (1976) Collection,True,The De Laurentiis Company,en,United States of America,Released
31947,King Kong (1976) Collection,True,DEG,en,United States of America,Released
8130,,False,Orion Pictures,en,United States of America,Released
9749,Fletch Collection,True,Universal Pictures,en,United States of America,Released
14628,Fletch Collection,True,Universal Pictures,en,United States of America,Released
9626,,False,The De Laurentiis Company,en,United States of America,Released
10466,,False,Amblin Entertainment,en,United States of America,Released
707,James Bond Collection,True,EON Productions,en,"United Kingdom, United States of America",Released
9336,Police Academy Collection,True,The Ladd Company,en,United States of America,Released
9447,Babe Collection,True,Kennedy Miller Productions,en,"Australia, United States of America",Released
12257,,False,Warner Bros. Pictures,en,United States of America,Released
37536,,False,Artisan Entertainment,en,United States of America,Released
10029,,False,VBT Productions,en,United States of America,Released
11252,,False,Universal Pictures,en,United States of America,Released
200,Star Trek: The Next Generation Collection,True,Paramount Pictures,en,United States of America,Released
9837,,False,DreamWorks Pictures,en,United States of America,Released
11545,,False,Touchstone Pictures,en,United States of America,Released
1934,,False,Miramax,en,United States of America,Released
13764,,False,Calash Corporation,en,"United States of America, United Kingdom, Netherlands",Released
1369,Rambo Collection,True,Carolco Pictures,en,"United States of America, Mexico, Netherlands Antilles",Released
1368,Rambo Collection,True,Carolco Pictures,en,"United States of America, Netherlands Antilles",Released
1370,Rambo Collection,True,Carolco Pictures,en,United States of America,Released
10303,Romancing the Stone Collection,True,SLM Production Group,en,United States of America,Released
9326,Romancing the Stone Collection,True,SLM Production Group,en,United States of America,Released
11285,Cocoon Collection,True,The Zanuck/Brown Company,en,United States of America,Released
1367,Rocky Collection,True,United Artists,en,United States of America,Released
1371,Rocky Collection,True,United Artists,en,United States of America,Released
1374,Rocky Collection,True,United Artists,en,United States of America,Released
1375,Rocky Collection,True,United Artists,en,United States of America,Released
15196,,False,Debra Hill Productions,en,United States of America,Released
1885,The Karate Kid Collection,True,Columbia Pictures,en,United States of America,Released
8856,The Karate Kid Collection,True,Columbia Pictures,en,United States of America,Released
5825,National Lampoon's Vacation Collection,True,Hughes Entertainment,en,United States of America,Released
9489,,False,Warner Bros. Pictures,en,United States of America,Released
8741,,False,Fox 2000 Pictures,en,United States of America,Released
9276,,False,Los Hooligans Productions,en,United States of America,Released
10312,,False,Universal Pictures,en,United States of America,Released
9422,,False,Touchstone Pictures,en,United States of America,Released
10368,,False,Cattleya,en,"United Kingdom, Italy",Released
31662,,False,Largo Entertainment,en,"United States of America, Canada, Japan",Released
825,,False,Morpheus,en,"United States of America, United Kingdom",Released
9423,,False,Universal Pictures,en,"United States of America, United Kingdom, Germany, Japan, France",Released
10658,,False,Lucasfilm Ltd.,en,United States of America,Released
11815,The Fly Collection,True,20th Century Fox,en,United States of America,Released
9426,The Fly (1986) Collection,True,SLM Production Group,en,United States of America,Released
2620,,False,Columbia Pictures,en,United States of America,Released
30497,Texas Chainsaw Massacre Collection,True,Vortex,en,United States of America,Released
16337,Texas Chainsaw Massacre Collection,True,The Cannon Group,en,United States of America,Released
16780,Texas Chainsaw Massacre Collection,True,Ultra Muchos Productions,en,United States of America,Released
192,,False,Cristaldifilm,en,"France, Germany, Italy",Released
10013,,False,American Zoetrope,en,United States of America,Released
9671,Crocodile Dundee Collection,True,Rimfire Films,en,Australia,Released
11873,The Hustler Collection,True,Touchstone Pictures,en,United States of America,Released
10015,,False,Jay Weston Productions,en,United States of America,Released
10314,,False,Tapestry Films,en,United States of America,Released
47139,,False,,en,United States of America,Released
11167,,False,Michael Powell (Theatre),en,United Kingdom,Released
2112,,False,Icon Productions,en,United States of America,Released
16172,,False,Taurus Film,en,United States of America,Released
11622,,False,Midnight Sun Pictures,en,United States of America,Released
10207,,False,Warner Bros. Pictures,en,United States of America,Released
9849,,False,Walt Disney Pictures,en,United States of America,Released
18892,,False,Crossroads Films,en,United States of America,Released
1542,,False,20th Century Fox,en,United States of America,Released
15256,,False,Paramount Pictures,en,United States of America,Released
8224,8MM Collection,True,Global Medien KG,en,"Germany, United States of America",Released
8913,Pet Sematary Collection,True,Paramount Pictures,en,United States of America,Released
10906,Pet Sematary Collection,True,Paramount Pictures,en,United States of America,Released
25748,Children of the Corn Collection,True,Fifth Avenue Entertainment,en,United States of America,Released
10671,Airport Collection,True,Ross Hunter Productions,en,United States of America,Released
27932,Airport Collection,True,Universal Pictures,en,United States of America,Released
7227,Airport Collection,True,Universal Pictures,en,United States of America,Released
5919,,False,Warner Bros. Pictures,en,United States of America,Released
10803,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
871,Planet of the Apes (Original) Collection,True,APJAC Productions,en,United States of America,Released
1685,Planet of the Apes (Original) Collection,True,APJAC Productions,en,United States of America,Released
1705,Planet of the Apes (Original) Collection,True,Apjac International,en,United States of America,Released
1688,Planet of the Apes (Original) Collection,True,APJAC Productions,en,United States of America,Released
1687,Planet of the Apes (Original) Collection,True,APJAC Productions,en,United States of America,Released
11123,,False,Universal Pictures,en,United States of America,Released
29723,Airport Collection,True,Universal Pictures,en,United States of America,Released
9535,Analyze Collection,True,Warner Bros. Pictures,en,United States of America,Released
9455,,False,New Line Cinema,en,"United States of America, Canada",Released
796,Cruel Intentions Collection,True,Newmarket Capital Group,en,United States of America,Released
100,,False,The Steve Tisch Company,en,"United Kingdom, United States of America",Released
30943,,False,Mandalay Entertainment,en,United States of America,Released
7341,Carrie Collection,True,United Artists,en,United States of America,Released
9540,,False,Mantle Clinic II,en,"Canada, United States of America",Released
22345,Baby Geniuses Collection,True,Crystal Sky Worldwide,en,United States of America,Released
1641,,False,Roth/Arnold Productions,en,United States of America,Released
47288,,False,NEST Family Entertainment,en,United States of America,Released
16520,,False,20th Century Fox,en,United States of America,Released
16379,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
603,The Matrix Collection,True,Village Roadshow Pictures,en,United States of America,Released
4951,10 Things I Hate About... Collection,True,Mad Chance,en,United States of America,Released
8970,,False,Paramount Pictures,en,United States of America,Released
11660,,False,Next Wave Films,en,"United Kingdom, United States of America",Released
9430,,False,Banner Entertainment,en,United States of America,Released
11355,,False,Fox 2000 Pictures,en,United States of America,Released
18764,,False,Hong Kong Film Directors Guild,cn,Hong Kong,Released
9465,,False,Moonstone Entertainment,en,United States of America,Released
6522,,False,Universal Pictures,en,United States of America,Released
1902,,False,Sogetel,es,"Spain, France, Italy",Released
39964,,False,Dinamo Entertainment,en,United States of America,Released
1946,,False,Alliance Atlantis,en,"Canada, United Kingdom, France",Released
1844,,False,Fountainbridge Films,en,"United Kingdom, United States of America",Released
6552,,False,Licht/Mueller Film Corporation,en,United States of America,Released
3309,,False,Warner Bros. Pictures,en,United States of America,Released
18462,,False,Thomas Coleman and Michael Rosenblatt Productions,en,United States of America,Released
8592,,False,Touchstone Pictures,en,United States of America,Released
564,The Mummy Collection,True,Alphaville Films,en,United States of America,Released
13852,,False,Working Dog,en,Australia,Released
4927,,False,Blue Streak Films,en,United States of America,Released
1893,Star Wars Collection,True,Lucasfilm Ltd.,en,United States of America,Released
1924,Superman Collection,True,Dovemead Films,en,"United Kingdom, United States of America",Released
8536,Superman Collection,True,Dovemead Films,en,"United Kingdom, United States of America",Released
9531,Superman Collection,True,Dovemead Films,en,"United States of America, United Kingdom, Netherlands",Released
11411,Superman Collection,True,The Cannon Group,en,"United Kingdom, United States of America",Released
138,Dracula (Universal) Collection,True,Universal Pictures,en,United States of America,Released
3035,Frankenstein (Universal) Collection,True,Universal Pictures,en,United States of America,Released
36685,The Rocky Horror Picture Show Collection,True,20th Century Fox,en,"United Kingdom, United States of America",Released
30168,,False,Paramount Pictures,en,United States of America,Released
8974,,False,Paramount Pictures,en,United States of America,Released
509,,False,Working Title Films,en,"United Kingdom, United States of America",Released
1090,,False,Columbia Pictures,en,United States of America,Released
62676,,False,Screen Gems,en,United States of America,Released
817,Austin Powers Collection,True,New Line Cinema,en,United States of America,Released
14283,,False,Rhombus Media,fr,"Austria, Canada, China, Hong Kong, Italy, United Kingdom, United States of America",Released
37135,Tarzan (Animation) Collection,True,Walt Disney Pictures,en,United States of America,Released
2275,,False,Paramount Pictures,en,United States of America,Released
24137,,False,Fragile Films,en,"France, United Kingdom, United States of America",Released
104,,False,X Filme Creative Pool,de,Germany,Released
9032,,False,Columbia Pictures,en,United States of America,Released
9421,,False,Gaumont,fr,France,Released
6488,,False,Amblin Entertainment,en,United States of America,Released
8487,,False,Warner Bros. Pictures,en,"United States of America, Canada",Released
2105,American Pie Collection,True,Zide-Perry Productions,en,United States of America,Released
10208,Muppet Films Collection,True,Jim Henson Pictures,en,United States of America,Released
2667,Blair Witch Collection,True,Haxan Films,en,United States of America,Released
345,,False,Warner Bros. Pictures,en,"United Kingdom, United States of America",Released
9825,Lake Placid Collection,True,Rocking Chair Productions,en,United States of America,Released
16158,,False,MTV Films,en,United States of America,Released
620,Ghostbusters Collection,True,Columbia Pictures,en,United States of America,Released
2978,Ghostbusters Collection,True,Columbia Pictures,en,United States of America,Released
10490,,False,Capella International,en,United States of America,Released
11618,,False,DreamWorks Pictures,en,United States of America,Released
1812,,False,Roadside Attractions,en,United States of America,Released
8914,Deep Blue Sea Collection,True,Riche-Ludwig Productions,en,"Australia, United States of America",Released
9824,,False,Universal Pictures,en,United States of America,Released
4806,,False,Paramount Pictures,en,United States of America,Released
967,,False,Bryna Productions,en,United States of America,Released
802,,False,Seven Arts Productions,en,"United Kingdom, United States of America",Released
3175,,False,Warner Bros. Pictures,en,"United Kingdom, United States of America",Released
21185,,False,Imagine Entertainment,en,United States of America,Released
10136,,False,Eddie Murphy Productions,en,United States of America,Released
873,,False,Amblin Entertainment,en,United States of America,Released
108312,,False,American Playhouse,en,United States of America,Released
11416,,False,Goldcrest,en,"United Kingdom, France, United States of America, Paraguay, Brazil, Colombia, Argentina",Released
10776,,False,Geffen Pictures,en,"United States of America, United Kingdom",Released
16406,,False,Phoenix Pictures,en,"United States of America, Canada",Released
10386,,False,Warner Bros. Feature Animation,en,United States of America,Released
745,,False,Spyglass Entertainment,en,United States of America,Released
913,,False,United Artists,en,United States of America,Released
17707,,False,Two Girls Productions,en,United States of America,Released
9781,,False,Corrupter Production Service Ltd.,en,"United States of America, Canada",Released
48781,,False,TriStar Pictures,en,"United States of America, Canada, Germany",Released
29056,,False,Alta Vista Productions,en,United States of America,Released
28501,,False,Alta Vista Productions,en,United States of America,Released
10766,The Omen Collection,True,Mace Neufeld Productions,en,United States of America,Released
813,Airplane Collection,True,Paramount Pictures,en,United States of America,Released
9406,An American Werewolf Collection,True,Hollywood Pictures,en,"France, Germany, Luxembourg, Netherlands, United Kingdom, United States of America",Released
11153,National Lampoon's Vacation Collection,True,Warner Bros. Pictures,en,United States of America,Released
2280,,False,American Entertainment Partners II L.P.,en,United States of America,Released
9944,,False,Warner Bros. Pictures,en,United States of America,Released
10342,,False,Dimension Films,en,United States of America,Released
10366,Universal Soldier Collection,True,TriStar Pictures,en,United States of America,Released
22314,,False,Dimension Films,en,United States of America,Released
1911,,False,Touchstone Pictures,en,United States of America,Released
2900,,False,New Line Cinema,en,United States of America,Released
2162,,False,Morgan Creek Entertainment,en,United States of America,Released
14578,,False,Eagle Beach Productions,en,United States of America,Released
10307,,False,FGM Entertainment,en,United States of America,Released
11601,Stir of Echoes Collection,True,Artisan Entertainment,en,United States of America,Released
26522,,False,Caldix,en,United States of America,Released
14,,False,DreamWorks Pictures,en,United States of America,Released
24128,,False,Talking Heads Films,en,United States of America,Released
11001,,False,Columbia Pictures,en,United States of America,Released
9453,Caligula Collection,True,Penthouse Films International,it,"Italy, United States of America",Released
704,,False,Proscenium Films,en,United Kingdom,Released
24153,,False,Innovisions,en,United States of America,Released
11797,Fright Night Collection,True,Columbia Pictures,en,United States of America,Released
10669,,False,Warner Bros. Pictures,en,United States of America,Released
11527,,False,Orion Pictures,en,"United Kingdom, United States of America",Released
28032,,False,Don Bluth Entertainment,en,"United States of America, Ireland",Released
11326,,False,Robert Stigwood Organization,en,United Kingdom,Released
10398,,False,Paramount Pictures,en,"Germany, United States of America",Released
60994,,False,Miramax,en,United States of America,Released
14429,,False,Grand March Productions,en,United States of America,Released
15198,,False,Baldwin/Cohen Productions,en,"Canada, United States of America",Released
6415,,False,Village Roadshow Pictures,en,United States of America,Released
24066,,False,Marked Entertainment,en,United States of America,Released
10349,,False,George A. Romero Productions,en,United States of America,Released
29787,,False,Orion Pictures,en,United States of America,Released
9638,Phantasm Collection,True,New Breed Productions,en,United States of America,Released
10576,Psycho Collection,True,Universal Pictures,en,United States of America,Released
12618,,False,Columbia Pictures,en,"Germany, United States of America",Released
226,,False,Fox Searchlight Pictures,en,United States of America,Released
10388,,False,Artisan Entertainment,en,United States of America,Released
9346,,False,Geffen Pictures,en,United States of America,Released
861,,False,Carolco Pictures,en,United States of America,Released
9377,,False,Paramount Pictures,en,United States of America,Released
11541,,False,McElroy & McElroy,en,"Australia, United States of America",Released
11901,,False,Malpaso Productions,en,United States of America,Released
4929,,False,United Artists,en,United States of America,Released
18254,,False,JRS Productions,en,United States of America,Released
19997,,False,20th Century Fox,en,United States of America,Released
17352,,False,Magna Theatre Corporation,en,United States of America,Released
535,,False,Paramount Pictures,en,United States of America,Released
1654,The Dirty Dozen Collection,True,Seven Arts Pictures,en,"United Kingdom, United States of America",Released
658,James Bond Collection,True,EON Productions,en,"United Kingdom, United States of America",Released
657,James Bond Collection,True,EON Productions,en,United Kingdom,Released
646,James Bond Collection,True,EON Productions,en,United Kingdom,Released
5689,The Blue Lagoon Collection,True,Columbia Pictures,en,United States of America,Released
391,,False,Jolly Film,it,"Germany, Italy, Spain",Released
8052,,False,Trinity Filmed Entertainment,en,United States of America,Released
772,Home Alone Collection,True,20th Century Fox,en,United States of America,Released
31650,,False,Columbia Pictures,en,United States of America,Released
73575,,False,United Artists,xx,United States of America,Released
302579,,False,Red-Horse Native Productions,en,United States of America,Released
550,,False,Fox 2000 Pictures,en,"Germany, United States of America",Released
12220,,False,Castle Rock Entertainment,en,United States of America,Released
36819,,False,Handmade Films,en,United Kingdom,Released
11562,,False,Orion Pictures,en,United States of America,Released
16162,The Best Man Collection,True,Universal Pictures,en,United States of America,Released
5548,RoboCop Collection,True,Orion Pictures,en,United States of America,Released
5549,RoboCop Collection,True,Orion Pictures,en,United States of America,Released
856,,False,Amblin Entertainment,en,United States of America,Released
699,James Bond Collection,True,EON Productions,en,"United Kingdom, United States of America",Released
709,James Bond Collection,True,EON Productions,en,"Mexico, United Kingdom, United States of America",Released
253,James Bond Collection,True,EON Productions,en,United Kingdom,Released
660,James Bond Collection,True,EON Productions,en,United Kingdom,Released
11377,House on Haunted Hill Collection,True,Dark Castle Entertainment,en,United States of America,Released
26149,,False,Craven-Maddalena Films,en,United States of America,Released
492,,False,Propaganda Films,en,United States of America,Released
108346,,False,Fox Searchlight Pictures,en,"United Kingdom, United States of America",Released
128,,False,Studio Ghibli,ja,Japan,Released
2020,,False,George Street Pictures,en,United States of America,Released
9481,,False,Universal Pictures,en,United States of America,Released
9008,,False,Touchstone Pictures,en,United States of America,Released
16281,Creepshow Collection,True,Laurel Entertainment,en,United States of America,Released
16288,Creepshow Collection,True,New World Pictures,en,United States of America,Released
1694,Re-Animator Collection,True,Empire Pictures,en,United States of America,Released
476,,False,Avenue Pictures,en,United States of America,Released
37094,,False,Warner Bros. Pictures,en,"United States of America, France",Released
73969,,False,United Artists,en,United States of America,Released
21610,,False,Martin Poll Productions,en,"United States of America, United Kingdom, France",Released
957,Spaceballs Collection,True,Metro-Goldwyn-Mayer,en,United States of America,Released
11886,,False,Walt Disney Productions,en,United States of America,Released
62204,,False,Belstar Productions,fr,"Canada, France",Released
11040,,False,Cinema Center Films,en,United States of America,Released
1621,,False,Cinema Group Ventures,en,United States of America,Released
47941,,False,Orion Pictures,en,United States of America,Released
21349,,False,Fox 2000 Pictures,en,United States of America,Released
1832,,False,View Askew Productions,en,United States of America,Released
10047,,False,Gaumont,en,France,Released
10228,Pokémon Collection,True,OLM,ja,Japan,Released
9289,,False,Darryl F. Zanuck Productions,en,United States of America,Released
11165,,False,20th Century Fox,en,"Japan, United States of America",Released
4203,,False,El Deseo,es,Spain,Released
24226,,False,20th Century Fox,en,United States of America,Released
2668,,False,Paramount Pictures,en,United States of America,Released
36643,James Bond Collection,True,EON Productions,en,United Kingdom,Released
99,,False,El Deseo,es,"Spain, France",Released
5156,,False,Produzioni De Sica,it,Italy,Released
24276,,False,Cinecom Entertainment Group,en,United States of America,Released
11393,,False,TriStar Pictures,en,United States of America,Released
10998,,False,Paramount Pictures,en,United States of America,Released
36094,,False,Star Partners II,en,United States of America,Released
9013,Midnight Run Collection,True,Universal Pictures,en,United States of America,Released
2924,Backdraft Collection,True,Trilogy Entertainment Group,en,United States of America,Released
177,,False,TriStar Pictures,en,United States of America,Released
38557,,False,Universal Pictures,en,United States of America,Released
9946,,False,Beacon Communications,en,United States of America,Released
863,Toy Story Collection,True,Pixar,en,United States of America,Released
22267,,False,Good Machine,en,United States of America,Released
55123,,False,Fine Line Features,en,United States of America,Released
20024,,False,Columbia Pictures,en,United States of America,Released
9586,,False,Warner Bros. Pictures,en,United States of America,Released
32669,The Jake Gittes Collection,True,Paramount Pictures,en,United States of America,Released
10402,Deuce Bigalow Collection,True,Quinta Communications,en,United States of America,Released
497,,False,Castle Rock Entertainment,en,United States of America,Released
1715,,False,Miramax,en,United States of America,Released
25188,The Last Picture Show and Texasville,True,BBS Productions,en,United States of America,Released
2277,,False,Columbia Pictures,en,"Germany, United States of America",Released
10137,Stuart Little Collection,True,Franklin/Waterman Productions,en,"Germany, United States of America",Released
49948,Fantasia Collection,True,Walt Disney Pictures,en,United States of America,Released
334,,False,New Line Cinema,en,United States of America,Released
30237,,False,CanWest Global Communications Corporationt,en,"United Kingdom, United States of America",Released
50116,,False,Fine Line Features,en,"France, United Kingdom, United States of America",Released
9563,,False,Warner Bros. Pictures,en,United States of America,Released
1850,,False,Mutual Film Company,en,"United States of America, Germany, Japan, United Kingdom",Released
926,,False,DreamWorks Pictures,en,United States of America,Released
1213,,False,Mirage Enterprises,en,United States of America,Released
10471,Friday Collection,True,New Line Cinema,en,United States of America,Released
10400,,False,Beacon Pictures,en,United States of America,Released
10397,,False,Universal Pictures,en,"Ireland, United Kingdom, United States of America",Released
20761,,False,Touchstone Pictures,en,United States of America,Released
10384,,False,Hammerhead Productions,en,United States of America,Released
48233,,False,,ta,India,Released
5924,,False,Allied Artists Pictures,en,United States of America,Released
10493,,False,Kennedy Miller Productions,en,Australia,Released
13342,,False,Refugee Films,en,United States of America,Released
35119,,False,Golan-Globus Productions,en,"Australia, United States of America",Released
14919,Batman (DC Universe Animated) Collection,True,Warner Bros. Family Entertainment,en,United States of America,Released
47620,,False,Bronze Eye Productions,en,United States of America,Released
75531,,False,Universal Pictures,en,"United States of America, United Kingdom, Germany, Japan",Released
1883,,False,Warner Bros. Pictures,en,"United States of America, Netherlands Antilles",Released
2005,Sister Act Collection,True,Touchstone Pictures,en,United States of America,Released
6279,Sister Act Collection,True,Touchstone Pictures,en,United States of America,Released
11087,,False,Hollywood Pictures,en,United States of America,Released
7305,,False,Touchstone Pictures,en,United States of America,Released
9475,,False,Universal Pictures,en,United States of America,Released
8872,Wayne's World Collection,True,Paramount Pictures,en,United States of America,Released
11287,,False,Columbia Pictures,en,United States of America,Released
9869,The Jack Ryan Collection,True,Paramount Pictures,en,United States of America,Released
619,,False,Kasdan Pictures,en,United States of America,Released
9374,,False,Universal Pictures,en,United States of America,Released
11259,,False,Imagine Entertainment,en,United States of America,Released
1923,,False,CiBy Pictures,en,United States of America,Released
10206,,False,Kuzui Enterprises,en,United States of America,Released
9367,Mexico Collection,True,Los Hooligans Productions,es,United States of America,Released
12143,,False,Pressman Film,en,United States of America,Released
4234,Scream Collection,True,Dimension Films,en,United States of America,Released
9605,Single White Female Collection,True,Columbia Pictures,en,United States of America,Released
8374,The Boondock Saints Collection,True,Franchise Pictures,en,"Canada, United States of America",Released
29076,,False,Fortis Films,en,United States of America,Released
1907,,False,Figment Films,en,United Kingdom,Released
15655,,False,Walt Disney Pictures,en,United States of America,Released
77908,Trois,True,Rainforest Entertainment,en,United States of America,Released
14181,,False,New Line Cinema,en,United States of America,Released
10385,,False,Nora Ephron Productions,en,United States of America,Released
2787,The Chronicles of Riddick Collection,True,Interscope Communications,en,United States of America,Released
2069,The Whole Nine/Ten Yards Collection,True,Rational Packaging,en,United States of America,Released
901,,False,Charles Chaplin Productions,en,United States of America,Released
10098,,False,Charles Chaplin Productions,en,United States of America,Released
2155,,False,Dimension Films,en,United States of America,Released
47816,,False,,en,United States of America,Released
25166,,False,Neverland Films,en,United States of America,Released
1831,,False,Paramount Pictures,en,United States of America,Released
14271,,False,Lionsgate,en,United States of America,Released
11296,,False,TriStar Pictures,en,United States of America,Released
28172,Blood Feast Collection,True,Friedman-Lewis Productions,en,United States of America,Released
2067,,False,Touchstone Pictures,en,United States of America,Released
622,,False,R.P. Productions,en,"Spain, France",Released
20283,,False,20th Century Fox,en,United States of America,Released
5693,,False,De Haven Productions,en,"United States of America, United Kingdom",Released
287,,False,The Mount Company,en,United States of America,Released
968,,False,Artists Entertainment Complex,en,United States of America,Released
838,American Graffiti Collection,True,Lucasfilm Ltd.,en,United States of America,Released
820,,False,Warner Bros. Pictures,en,"United States of America, France",Released
918,,False,Permut Presentations,en,United States of America,Released
61178,,False,TriStar Pictures,en,United States of America,Released
16535,,False,20th Century Fox,en,United States of America,Released
462,,False,Jersey Films,en,United States of America,Released
9532,Final Destination Collection,True,Zide-Perry Productions,en,United States of America,Released
1541,,False,Scott Free Productions,en,"United Kingdom, United States of America",Released
8469,,False,Universal Pictures,en,United States of America,Released
925,,False,Universal Pictures,en,United States of America,Released
41823,,False,40 Acres and a Mule Filmworks,en,United States of America,Released
1713,,False,40 Acres and a Mule Filmworks,en,United States of America,Released
13939,Death Wish Collection,True,Landers-Roberts Productions,en,United States of America,Released
14373,Death Wish Collection,True,Golan-Globus Productions,en,United States of America,Released
24873,Death Wish Collection,True,The Cannon Group,en,United States of America,Released
34746,Death Wish Collection,True,21st Century Film Corporation,en,"Canada, United States of America",Released
996,,False,Paramount Pictures,en,United States of America,Released
1496,,False,Universal Pictures,en,United States of America,Released
1498,Teenage Mutant Ninja Turtles Collection,True,Orange Sky Golden Harvest,en,"Hong Kong, United States of America",Released
1497,Teenage Mutant Ninja Turtles Collection,True,Orange Sky Golden Harvest,en,"Hong Kong, United States of America",Released
1499,Teenage Mutant Ninja Turtles Collection,True,Mirage Studios,en,"United States of America, Hong Kong",Released
1880,,False,United Artists,en,United States of America,Released
33762,,False,Delphi V,en,United States of America,Released
11690,Bloodsport Collection,True,The Cannon Group,en,"United States of America, Hong Kong",Released
29143,,False,Columbia Pictures,en,United States of America,Released
801,,False,Touchstone Pictures,en,United States of America,Released
1879,,False,Stanley Kramer Productions,en,United States of America,Released
2085,,False,Silver Pictures,en,United States of America,Released
16222,,False,Columbia Pictures,en,United States of America,Released
37722,,False,PolyGram Filmed Entertainment,en,"Canada, United States of America",Released
3082,,False,Charles Chaplin Productions,en,United States of America,Released
24748,,False,Paramount Pictures,en,United States of America,Released
990,The Hustler Collection,True,Rossen Films,en,United States of America,Released
840,,False,Julia Phillips and Michael Phillips Productions,en,"United Kingdom, United States of America",Released
2291,,False,Carolco Pictures,en,United States of America,Released
16620,,False,New Visions Pictures,en,United States of America,Released
526,,False,Warner Bros. Pictures,en,United States of America,Released
13346,,False,20th Century Fox,en,United States of America,Released
243,,False,Touchstone Pictures,en,"United Kingdom, United States of America",Released
10501,,False,DreamWorks Pictures,en,United States of America,Released
11478,The Skulls Collection,True,Original Film,en,United States of America,Released
6644,,False,Paramount Pictures,en,United States of America,Released
879,,False,Amblin Entertainment,en,United States of America,Released
11327,,False,Columbia Pictures,en,"United Kingdom, United States of America",Released
1700,,False,Castle Rock Entertainment,en,United States of America,Released
54087,,False,New Line Cinema,en,United States of America,Released
34322,,False,Columbia Pictures,en,United States of America,Released
10774,,False,Metro-Goldwyn-Mayer,en,United States of America,Released
10083,,False,Orion Pictures,en,United States of America,Released
10747,Josey Wales Collection,True,Warner Bros. Pictures,en,United States of America,Released
38809,,False,Bigel / Mailer Films,en,United States of America,Released
10559,,False,New Line Cinema,en,United States of America,Released
20697,,False,Bel Air Entertainment,en,United States of America,Released
2621,,False,JLT Productions,en,United States of America,Released
10479,,False,Paramount Pictures,en,"United States of America, Germany",Released
17339,Navarone Collection,True,Columbia Pictures,en,"United Kingdom, United States of America",Released
13665,Arthur Collection,True,Orion Pictures,en,United States of America,Released
12309,Bachelor Party Collection,True,Twin Continental,en,United States of America,Released
106,Predator Collection,True,20th Century Fox,en,United States of America,Released
10333,,False,Columbia Pictures,en,United States of America,Released
1359,American Psycho Collection,True,Lionsgate,en,"Canada, United States of America",Released
4967,,False,Spyglass Entertainment,en,United States of America,Released
10557,East Is East Collection,True,Assassin Films,en,United Kingdom,Released
10518,,False,Paramount Pictures,en,"United States of America, France",Released
11977,Caddyshack Collection,True,Orion Pictures,en,United States of America,Released
18041,,False,NPV Entertainment,en,United States of America,Released
14736,,False,40 Acres and a Mule Filmworks,en,United States of America,Released
3536,,False,Universal Pictures,en,"United States of America, France",Released
1443,,False,American Zoetrope,en,United States of America,Released
10424,,False,Paramount Pictures,en,United States of America,Released
889,The Flintstones Collection,True,Amblin Entertainment,en,United States of America,Released
10564,,False,Wind Dancer Films,en,United States of America,Released
15723,,False,Franchise Pictures,en,United States of America,Released
452,,False,Zentropa Entertainments,da,"Denmark, France, Germany, Netherlands",Released
39283,Carnosaur Collection,True,New Horizons Picture,en,United States of America,Released
98,Gladiator Collection,True,Universal Pictures,en,"United Kingdom, United States of America",Released
11129,,False,Fruit Salad Films,en,"United Kingdom, Ireland",Released
38925,,False,Columbia Pictures,en,United States of America,Released
5491,,False,Franchise Pictures,en,United States of America,Released
10560,Center Stage Collection,True,Columbia Pictures,en,United States of America,Released
10688,,False,Miramax,en,United States of America,Released
5683,Pee-wee's Collection,True,Aspen Film Society,en,United States of America,Released
10567,,False,Walt Disney Feature Animation,en,United States of America,Released
